"id","companyId","name","size","url","createdAt","updatedDate","mediaSize","mediaType"
"308b00d4-e1f9-483a-aaa9-1515c85c1014","26df08fa-290d-47ff-b067-9503e8652925","file5EM5HHGDCopy-1","{""size"": 231738, ""width"": 600, ""height"": 424}","{""defaultUrl"":""https://testback.invopos.co/v1/app/Media/getMedia/26df08fa-290d-47ff-b067-9503e8652925/308b00d4-e1f9-483a-aaa9-1515c85c1014.jpeg""}","2023-08-09 08:05:13.962",NULL,"231738","{""fileType"": ""image"", ""extension"": ""jpeg""}"
"d80c4333-3d2a-474d-bd45-43838f9ec830","26df08fa-290d-47ff-b067-9503e8652925","anime-original-braid-girl-wallpaper-preview","{""size"": 162857, ""width"": 600, ""height"": 391}","{""defaultUrl"":""https://testback.invopos.co/v1/app/Media/getMedia/26df08fa-290d-47ff-b067-9503e8652925/d80c4333-3d2a-474d-bd45-43838f9ec830.jpeg""}","2023-08-09 08:45:12.126",NULL,"162857","{""fileType"": ""image"", ""extension"": ""jpeg""}"
"950bbea2-fbd6-4553-8243-b24fe4a69f4b","26df08fa-290d-47ff-b067-9503e8652925","US_HandAndFootTherapy","{""size"": 211952, ""width"": 600, ""height"": 600}","{""defaultUrl"":""https://testback.invopos.co/v1/app/Media/getMedia/26df08fa-290d-47ff-b067-9503e8652925/950bbea2-fbd6-4553-8243-b24fe4a69f4b.webp""}","2023-08-10 06:19:53.416",NULL,"211952","{""fileType"": ""image"", ""extension"": ""webp""}"
"b99423b5-2a26-42ec-b92d-5a789cda52cd","26df08fa-290d-47ff-b067-9503e8652925","images","{""size"": 31758, ""width"": 183, ""height"": 275}","{""defaultUrl"":""https://testback.invopos.co/v1/app/Media/getMedia/26df08fa-290d-47ff-b067-9503e8652925/b99423b5-2a26-42ec-b92d-5a789cda52cd.jpeg""}","2023-08-10 06:32:36.874",NULL,"31758","{""fileType"": ""image"", ""extension"": ""jpeg""}"
"a4493149-4f96-49ad-b30f-cf3f413e9961","26df08fa-290d-47ff-b067-9503e8652925","53d77cac328c8452e431ac00a8de3e85","{""size"": 195305, ""width"": 400, ""height"": 600}","{""defaultUrl"":""https://testback.invopos.co/v1/app/Media/getMedia/26df08fa-290d-47ff-b067-9503e8652925/a4493149-4f96-49ad-b30f-cf3f413e9961.jpeg""}","2023-08-10 06:37:57.72",NULL,"195305","{""fileType"": ""image"", ""extension"": ""jpeg""}"
"d681eab2-277a-4237-8043-4baa1ea10a83","26df08fa-290d-47ff-b067-9503e8652925","cheerful-healthy-girl-is-getting-a-hair-wash-in-hair-salon","{""size"": 148632, ""width"": 600, ""height"": 375}","{""defaultUrl"":""https://testback.invopos.co/v1/app/Media/getMedia/26df08fa-290d-47ff-b067-9503e8652925/d681eab2-277a-4237-8043-4baa1ea10a83.jpeg""}","2023-08-10 06:40:49.623",NULL,"148632","{""fileType"": ""image"", ""extension"": ""jpeg""}"
"5d4e6216-f85d-4bb8-a7cd-c87e27359e40","26df08fa-290d-47ff-b067-9503e8652925","waxing-in-dublin-5-places-to-get-the-dreaded-job-done","{""size"": 145072, ""width"": 600, ""height"": 335}","{""defaultUrl"":""https://testback.invopos.co/v1/app/Media/getMedia/26df08fa-290d-47ff-b067-9503e8652925/5d4e6216-f85d-4bb8-a7cd-c87e27359e40.webp""}","2023-08-10 06:44:23.978",NULL,"145072","{""fileType"": ""image"", ""extension"": ""webp""}"
"1a6ad670-8886-4772-b3e7-ed32c53906fd","26df08fa-290d-47ff-b067-9503e8652925","unnamed","{""size"": 74697, ""width"": 512, ""height"": 285}","{""defaultUrl"":""https://testback.invopos.co/v1/app/Media/getMedia/26df08fa-290d-47ff-b067-9503e8652925/1a6ad670-8886-4772-b3e7-ed32c53906fd.jpeg""}","2023-08-10 06:45:32.595",NULL,"74697","{""fileType"": ""image"", ""extension"": ""jpeg""}"
"3426e0ab-ad22-4ead-a479-86842bc231a5","26df08fa-290d-47ff-b067-9503e8652925","pasted image 0","{""size"": 347074, ""width"": 591, ""height"": 600}","{""defaultUrl"":""https://testback.invopos.co/v1/app/Media/getMedia/26df08fa-290d-47ff-b067-9503e8652925/3426e0ab-ad22-4ead-a479-86842bc231a5.png""}","2023-08-10 06:53:20.314",NULL,"347074","{""fileType"": ""image"", ""extension"": ""png""}"
"cbdb4a06-e12f-43f2-8723-4dbd5ae7f22b","26df08fa-290d-47ff-b067-9503e8652925","Fashion_natural_makeup_1","{""size"": 200558, ""width"": 480, ""height"": 600}","{""defaultUrl"":""https://testback.invopos.co/v1/app/Media/getMedia/26df08fa-290d-47ff-b067-9503e8652925/cbdb4a06-e12f-43f2-8723-4dbd5ae7f22b.jpeg""}","2023-08-10 07:03:07.289",NULL,"200558","{""fileType"": ""image"", ""extension"": ""jpeg""}"
